0.,-11.656854249492396
0.1,-11.903722989559615
0.2,-12.160972989457811
0.30000000000000004,-12.427872661294527
0.4,-12.703736085499699
0.5,-12.987918414869853
0.6000000000000001,-13.27981337954185
0.7000000000000001,-13.578851888893784
0.8,-13.884501096354944
0.9,-14.196263553384586
1.,-14.60437363574867
1.1,-15.098273500764405
1.2000000000000002,-15.606313391214526
1.3,-16.128410126202084
1.4000000000000001,-16.664430295539926
1.5,-17.21418163715082
1.6,-17.77740788017124
1.7000000000000002,-18.35378731273073
1.8,-18.94293500241951
1.9000000000000001,-19.544408277118208
2.,-20.15771481578851
2.1,-20.782322539193817
2.2,-21.417670442769364
2.3000000000000003,-22.063179568601583
2.4000000000000004,-22.71826344457112
2.5,-23.382337492409803
2.6,-24.0548270901289
2.7,-24.735174142605334
2.8000000000000003,-25.422842151420042
2.9000000000000004,-26.117319875022503
3.,-26.81812373379845
