0.,-5.226251859505506
0.5263157894736842,-8.543116820279428
1.0526315789473684,-12.34678424145734
1.5789473684210527,-16.255760712284467
2.1052631578947367,-20.202968496019313
2.6315789473684212,-24.168390299850458
3.1578947368421053,-28.14394471560394
3.6842105263157894,-32.12572950433606
4.2105263157894735,-36.111623901931026
4.7368421052631575,-40.10037405062514
5.2631578947368425,-44.09119024574847
5.7894736842105265,-48.08354996714456
6.315789473684211,-52.077093509832906
6.842105263157895,-56.07156505779428
7.368421052631579,-60.0667776536247
7.894736842105263,-64.06259146288414
8.421052631578947,-68.05889979120306
8.947368421052632,-72.05561980615815
9.473684210526315,-76.05268621364505
10.,-80.05004684561013
