0.,-1.5
0.25,-1.5263878188659974
0.5,-1.6160254037844386
0.75,-1.7763878188659972
1.,-2.
1.25,-2.27064392373896
1.5,-2.5728756555322962
1.75,-2.895690632574554
2.,-3.2320508075688763
2.25,-3.5775624189766644
2.5,-3.9294494717703374
2.75,-4.2859126902482405
3.,-4.645751311064592
3.25,-5.008140648667699
3.5,-5.372498999199198
3.75,-5.738406011768428
4.,-6.105551275463988
4.25,-6.4737010795851635
4.5,-6.842676385936226
4.75,-7.212337893224369
5.,-7.58257569495584
5.25,-7.9533019789569925
