0.,-4.
0.25,-4.063940178071114
0.5,-4.271558410139711
0.75,-4.656047666781655
1.,-5.226251859505505
1.25,-5.944814722062904
1.5,-6.760008550556152
1.75,-7.63367853251103
2.,-8.543116820279426
2.25,-9.475366109282323
2.5,-10.422857362771905
2.75,-11.380976826703392
3.,-12.346784241457332
3.25,-13.318327725844853
3.5,-14.294264179252284
3.75,-15.273640226115463
