-0.7999999999999998,"{-25.199999999999996, 24.40825743213394, -24.000000000000078, -23.60387547160962, -23.60387547160932, 23.51090557067095, 23.435075319424445, 22.769463593835233, 22.769463593835024, -22.710022215377176}"
-0.7,"{-23.799999999999997, 23.726068806614666, 23.05285041320459, -23.000000000000256, 22.663517094722827, -22.603875471609783, -22.603875471609776, -22.082210343234184, 22.066061114592063, 22.066061114592053}"
-0.5999999999999999,"{23.06269414428151, 22.605277311801796, -22.4, -22.000000000000036, 21.917103356484134, -21.603875471609673, -21.603875471609545, -21.4611700761658, 21.38356850819553, 21.38356850819526}"
-0.5,"{22.418959263282655, 22.169088723555024, 21.195834008070264, -21.00000000000024, -21., -20.84485027093776, 20.72313356246606, 20.723133562465968, 20.639458920350574, -20.60387547160953}"
-0.3999999999999999,"{21.795698125055377, 21.7452569812598, 20.507763961212525, 20.499834377872865, -20.231900518437165, -20.182150564781242, 20.15649156629827, 20.156491566298186, 20.08586195436495, 20.085861954364503}"
-0.2999999999999998,"{21.334828340596328, 21.193764321845624, 20.382503977663607, -19.928841141544858, 19.82936162537517, -19.82106087840199, 19.739895345201322, 19.739895345201184, -19.621416211164274, 19.489922615577807}"
-0.19999999999999996,"{20.938928504986833, 20.614047572248527, 20.26449209089658, -19.885746914945745, -19.68281430841938, -19.526526444695506, 19.33922990675397, 19.339229906753886, 19.18481214842603, 19.169851962257344}"
-0.09999999999999987,"{20.558770867669345, 20.154659742605382, 20.057495965617605, -19.963965778616306, -19.851058716033506, -19.44279006228666, -19.018155793997487, 18.976881694278696, 18.955991621486774, 18.955991621486703}"
0.,"{20.195669358089315, -20.195669358089276, 20.054075157198906, -20.05407515719864, 19.52514507013936, -19.525145070139317, -19.20775094321947, 19.207750943219253, 18.662284183797134, 18.662284183797038}"
0.10000000000000009,"{-20.55877086766938, -20.154659742605638, -20.057495965617434, 19.96396577861634, 19.851058716033574, 19.442790062286804, 19.018155793997092, -18.97688169427846, -18.955991621486874, -18.955991621486685}"
0.20000000000000018,"{-20.93892850498674, -20.614047572248452, -20.264492090896695, 19.88574691494578, 19.68281430841988, 19.52652644469528, -19.33922990675417, -19.339229906754113, -19.18481214842619, -19.16985196225731}"
0.30000000000000027,"{-21.334828340596317, -21.19376432184579, -20.382503977663404, 19.92884114154476, -19.829361625375142, 19.821060878401756, -19.7398953452012, -19.73989534520112, 19.621416211164522, -19.489922615577573}"
0.40000000000000036,"{-21.795698125055264, -21.745256981259747, -20.507763961212422, -20.49983437787309, 20.231900518437488, 20.18215056478135, -20.156491566298605, -20.156491566298467, -20.085861954364816, -20.085861954364752}"
0.5,"{-22.41895926328254, -22.169088723555006, -21.1958340080704, 21., 20.999999999999993, 20.844850270937574, -20.72313356246614, -20.723133562465797, -20.639458920350283, 20.60387547160986}"
0.6000000000000001,"{-23.062694144281526, -22.605277311801732, 22.400000000000002, 21.99999999999998, -21.917103356484102, 21.603875471609765, 21.6038754716097, 21.46117007616572, -21.383568508195278, -21.38356850819515}"
0.7000000000000002,"{23.800000000000004, -23.72606880661477, -23.052850413204375, 23.000000000000014, -22.66351709472277, 22.603875471609626, 22.603875471609523, 22.082210343234117, -22.066061114591825, -22.066061114591825}"
0.8000000000000003,"{25.200000000000003, -24.408257432133997, 23.999999999999947, 23.603875471609726, 23.603875471609697, -23.510905570670943, -23.43507531942457, -22.76946359383532, -22.769463593835145, 22.710022215377588}"
0.9000000000000004,"{26.600000000000005, -25.108435259750404, 24.999999999999982, 24.60387547160971, 24.603875471609634, -24.231895295537583, -23.978606851124603, 23.493959207435015, 23.493959207434973, -23.492594051613235}"
1.,"{28., 26.00000000000001, -25.825775295914514, 25.60387547160964, 25.60387547160952, -25.05419813418811, 24.493959207435005, 24.493959207434877, -24.455181727993356, -24.234251332471814}"
1.1,"{29.400000000000002, 26.999999999999922, 26.60387547160978, 26.603875471609722, -26.559448165274148, -25.902287004643664, 25.493959207434948, 25.493959207434873, -24.993233054578987, -24.993233054578912}"
1.2000000000000002,"{30.800000000000004, 27.99999999999981, 27.603875471609765, 27.603875471609665, -27.30862439387396, -26.77651382528255, 26.493959207435115, 26.493959207434926, -25.768353833218242, -25.768353833218214}"
1.3000000000000003,"{32.2, 28.99999999999987, 28.603875471609754, 28.60387547160962, -28.072478400591443, -27.677232656665893, 27.493959207435168, 27.49395920743515, -26.744409742463965, -26.558461592409525}"
1.4000000000000004,"{33.60000000000001, 30.00000000000009, 29.60387547160985, 29.603875471609484, -28.85019350410279, -28.604740516239026, 28.493959207435253, 28.49395920743486, -27.76862245380527, -27.362450775878095}"
1.5,"{35., 31.00000000000004, 30.603875471609797, 30.60387547160957, -29.640967330516876, -29.559209934157728, 29.493959207435275, 29.49395920743502, -28.81603515534542, -28.179272028276376}"
1.6,"{36.400000000000006, 31.999999999999886, 31.603875471609705, 31.60387547160942, -30.540621479125008, 30.49395920743494, 30.49395920743487, -30.44401711828452, -29.885253651875253, -29.007938454261513}"
1.7000000000000002,"{37.800000000000004, 33., 32.60387547160991, 32.603875471609676, -31.54870722945224, 31.49395920743487, 31.493959207434592, -31.258584545063286, -30.974941845308233, 29.890083735825336}"
1.8000000000000003,"{39.2, 34.000000000000114, 33.60387547160964, 33.60387547160946, -32.58291613900695, 32.493959207435054, 32.49395920743501, -32.083939829278926, -32.08382045588503, 30.89008373582556}"
1.9000000000000004,"{40.60000000000001, 35.000000000000085, 34.60387547160989, 34.6038754716097, -33.64240868535331, 33.49395920743498, 33.49395920743494, -33.210665990068584, -32.91938497422135, 31.890083735825588}"
2.,"{42., 36.000000000000284, 35.60387547160964, 35.60387547160942, -34.72608194002025, 34.493959207435125, 34.493959207434926, -34.35431029553476, -33.76425611680058, 32.89008373582523}"
